scrape_timestamp,page_number,row_number,inferred_name,inferred_handle,inferred_followers,inferred_er,inferred_engagement,numeric_tokens,percent_tokens,all_visible_text,visible_lines_json,debug_notes,line_1,line_2,line_3,line_4,line_5,line_6,line_7,line_8,line_9,line_10,line_11,line_12
2026-03-30T10:16:54,4,2,Lindsay Keosayian,@lindsay.keosayian,1.3M,3.2%,3.2,"[""1.3M"", ""3.2"", ""41.1k""]","[""3.2%""]",Lindsay Keosayian | @lindsay.keosayian | 1.3M | 3.2% | 41.1k | Save,"[""Lindsay Keosayian"", ""@lindsay.keosayian"", ""1.3M"", ""3.2%"", ""41.1k"", ""Save""]",,Lindsay Keosayian,@lindsay.keosayian,1.3M,3.2%,41.1k,Save,,,,,,
2026-03-30T10:16:54,4,3,Dr. Shereé Whitfield,@shereewhitfield,1.3M,0.57%,0.57,"[""1.3M"", ""0.57"", ""7.3k""]","[""0.57%""]",Dr. Shereé Whitfield | @shereewhitfield | 1.3M | 0.57% | 7.3k | Save,"[""Dr. Shere\u00e9 Whitfield"", ""@shereewhitfield"", ""1.3M"", ""0.57%"", ""7.3k"", ""Save""]",,Dr. Shereé Whitfield,@shereewhitfield,1.3M,0.57%,7.3k,Save,,,,,,
2026-03-30T10:16:54,4,4,Teddi Mellencamp Arroyave,@teddimellencamp,1.3M,1.93%,1.93,"[""1.3M"", ""1.93"", ""24.3k""]","[""1.93%""]",Teddi Mellencamp Arroyave | @teddimellencamp | 1.3M | 1.93% | 24.3k | Save,"[""Teddi Mellencamp Arroyave"", ""@teddimellencamp"", ""1.3M"", ""1.93%"", ""24.3k"", ""Save""]",,Teddi Mellencamp Arroyave,@teddimellencamp,1.3M,1.93%,24.3k,Save,,,,,,
2026-03-30T10:16:54,4,5,AUTUMN CALABRESE,@autumncalabrese,1.3M,0.88%,0.88,"[""1.3M"", ""0.88"", ""11k""]","[""0.88%""]",AUTUMN CALABRESE | @autumncalabrese | 1.3M | 0.88% | 11k | Save,"[""AUTUMN CALABRESE"", ""@autumncalabrese"", ""1.3M"", ""0.88%"", ""11k"", ""Save""]",,AUTUMN CALABRESE,@autumncalabrese,1.3M,0.88%,11k,Save,,,,,,
2026-03-30T10:16:54,4,6,Brian Yang - Transformational Coach ❤️✨,@awakeningwithbrian,1.3M,0.7%,0.7,"[""1.3M"", ""0.7"", ""8.8k""]","[""0.7%""]",Brian Yang - Transformational Coach ❤️✨ | @awakeningwithbrian | 1.3M | 0.7% | 8.8k | Save,"[""Brian Yang - Transformational Coach \u2764\ufe0f\u2728"", ""@awakeningwithbrian"", ""1.3M"", ""0.7%"", ""8.8k"", ""Save""]",,Brian Yang - Transformational Coach ❤️✨,@awakeningwithbrian,1.3M,0.7%,8.8k,Save,,,,,,
2026-03-30T10:16:54,4,7,Team Flight Brothers,@teamflightbrothers,1.3M,0.05%,0.05,"[""1.3M"", ""0.05"", ""570""]","[""0.05%""]",Team Flight Brothers | @teamflightbrothers | 1.3M | 0.05% | 570 | Save,"[""Team Flight Brothers"", ""@teamflightbrothers"", ""1.3M"", ""0.05%"", ""570"", ""Save""]",,Team Flight Brothers,@teamflightbrothers,1.3M,0.05%,570,Save,,,,,,
2026-03-30T10:16:54,4,8,Caitlin-Online Fitness Coach,@caitlinricefit,1.2M,0.06%,0.06,"[""1.2M"", ""0.06"", ""775""]","[""0.06%""]",Caitlin-Online Fitness Coach | @caitlinricefit | 1.2M | 0.06% | 775 | Save,"[""Caitlin-Online Fitness Coach"", ""@caitlinricefit"", ""1.2M"", ""0.06%"", ""775"", ""Save""]",,Caitlin-Online Fitness Coach,@caitlinricefit,1.2M,0.06%,775,Save,,,,,,
2026-03-30T10:16:54,4,9,Adrianna Marie,@adriannamariexo,1.2M,,,"[""1.2M""]",[],Adrianna Marie | @adriannamariexo | 1.2M | Likes are hidden | Likes are hidden | Save,"[""Adrianna Marie"", ""@adriannamariexo"", ""1.2M"", ""Likes are hidden"", ""Likes are hidden"", ""Save""]","er_missing,engagement_missing",Adrianna Marie,@adriannamariexo,1.2M,Likes are hidden,Likes are hidden,Save,,,,,,
2026-03-30T10:16:54,4,10,Brandon Hendrickson,@brandon.d.hendrickson,1.2M,0.25%,0.25,"[""1.2M"", ""0.25"", ""3.1k""]","[""0.25%""]",Brandon Hendrickson | @brandon.d.hendrickson | 1.2M | 0.25% | 3.1k | Save,"[""Brandon Hendrickson"", ""@brandon.d.hendrickson"", ""1.2M"", ""0.25%"", ""3.1k"", ""Save""]",,Brandon Hendrickson,@brandon.d.hendrickson,1.2M,0.25%,3.1k,Save,,,,,,
2026-03-30T10:16:54,4,11,Evangeline De Châtillon,@evangeline.dechatillon,1.2M,0.63%,0.63,"[""1.2M"", ""0.63"", ""7.6k""]","[""0.63%""]",Evangeline De Châtillon | @evangeline.dechatillon | 1.2M | 0.63% | 7.6k | Save,"[""Evangeline De Ch\u00e2tillon"", ""@evangeline.dechatillon"", ""1.2M"", ""0.63%"", ""7.6k"", ""Save""]",,Evangeline De Châtillon,@evangeline.dechatillon,1.2M,0.63%,7.6k,Save,,,,,,
